SB00,SB01,SB02,SB03,SB04,SB05
134.85,122.08,136.29,218.79,251.6,339.85
89.86,76.17,64.94,83.92,74.11,74.73
154.93,142.83,190.58,159.04,206.52,148.61
173.37,182.37,158.56,208.17,170.08,155.85
122.08,136.29,218.79,251.6,339.85,130.07
76.17,64.94,83.92,74.11,74.73,88.36
142.83,190.58,159.04,206.52,148.61,136.07
182.37,158.56,208.17,170.08,155.85,117.86
136.29,218.79,251.6,339.85,130.07,138.44
64.94,83.92,74.11,74.73,88.36,80.81
190.58,159.04,206.52,148.61,136.07,153.03
158.56,208.17,170.08,155.85,117.86,108.32
218.79,251.6,339.85,130.07,138.44,109.58
83.92,74.11,74.73,88.36,80.81,62.3
159.04,206.52,148.61,136.07,153.03,149.83
208.17,170.08,155.85,117.86,108.32,118.95
251.6,339.85,130.07,138.44,109.58,143.85
74.11,74.73,88.36,80.81,62.3,86.76
206.52,148.61,136.07,153.03,149.83,145.43
170.08,155.85,117.86,108.32,118.95,168.14
339.85,130.07,138.44,109.58,143.85,132.1
74.73,88.36,80.81,62.3,86.76,63.42
148.61,136.07,153.03,149.83,145.43,95.67
155.85,117.86,108.32,118.95,168.14,130.59
130.07,138.44,109.58,143.85,132.1,123.78
88.36,80.81,62.3,86.76,63.42,62.57
136.07,153.03,149.83,145.43,95.67,135.42
117.86,108.32,118.95,168.14,130.59,127.69
138.44,109.58,143.85,132.1,123.78,79.59
80.81,62.3,86.76,63.42,62.57,60.64
153.03,149.83,145.43,95.67,135.42,151.02
108.32,118.95,168.14,130.59,127.69,112.69
109.58,143.85,132.1,123.78,79.59,110.39
62.3,86.76,63.42,62.57,60.64,64.17
149.83,145.43,95.67,135.42,151.02,111.69
118.95,168.14,130.59,127.69,112.69,117.95
143.85,132.1,123.78,79.59,110.39,109.26
86.76,63.42,62.57,60.64,64.17,79.91
145.43,95.67,135.42,151.02,111.69,108.31
168.14,130.59,127.69,112.69,117.95,156.86
132.1,123.78,79.59,110.39,109.26,100.22
63.42,62.57,60.64,64.17,79.91,63.74
95.67,135.42,151.02,111.69,108.31,163.07
130.59,127.69,112.69,117.95,156.86,144.05
123.78,79.59,110.39,109.26,100.22,99.78
62.57,60.64,64.17,79.91,63.74,61.59
135.42,151.02,111.69,108.31,163.07,99.83
127.69,112.69,117.95,156.86,144.05,107.64
79.59,110.39,109.26,100.22,99.78,109.47
60.64,64.17,79.91,63.74,61.59,67.06
151.02,111.69,108.31,163.07,99.83,106.52
112.69,117.95,156.86,144.05,107.64,132.89
110.39,109.26,100.22,99.78,109.47,142.67
64.17,79.91,63.74,61.59,67.06,48.88
111.69,108.31,163.07,99.83,106.52,118.74
109.26,100.22,99.78,109.47,142.67,106.87
79.91,63.74,61.59,67.06,48.88,51.56
108.31,163.07,99.83,106.52,118.74,107.32
100.22,99.78,109.47,142.67,106.87,109.27
63.74,61.59,67.06,48.88,51.56,56.17
163.07,99.83,106.52,118.74,107.32,111.64
99.78,109.47,142.67,106.87,109.27,124.54
61.59,67.06,48.88,51.56,56.17,124.98
99.83,106.52,118.74,107.32,111.64,102.62
109.47,142.67,106.87,109.27,124.54,123.53
67.06,48.88,51.56,56.17,124.98,63.55
106.52,118.74,107.32,111.64,102.62,92.92
142.67,106.87,109.27,124.54,123.53,93.39
48.88,51.56,56.17,124.98,63.55,45.34
118.74,107.32,111.64,102.62,92.92,161.54
106.87,109.27,124.54,123.53,93.39,105.95
51.56,56.17,124.98,63.55,45.34,53.09
107.32,111.64,102.62,92.92,161.54,74.07
109.27,124.54,123.53,93.39,105.95,98.98
56.17,124.98,63.55,45.34,53.09,65.49
111.64,102.62,92.92,161.54,74.07,112.64
124.54,123.53,93.39,105.95,98.98,109.92
124.98,63.55,45.34,53.09,65.49,66.95
102.62,92.92,161.54,74.07,112.64,76.36
123.53,93.39,105.95,98.98,109.92,131.39
63.55,45.34,53.09,65.49,66.95,52.63
92.92,161.54,74.07,112.64,76.36,88.86
45.34,53.09,65.49,66.95,52.63,46.45
161.54,74.07,112.64,76.36,88.86,329.27
50.3,67.65,51.47,79.54,64.33,55.8
67.65,51.47,79.54,64.33,55.8,66.17
51.47,79.54,64.33,55.8,66.17,71.92
79.54,64.33,55.8,66.17,71.92,65.83
130.09,192.95,143.88,141.09,137.96,221.57
64.33,55.8,66.17,71.92,65.83,58.52
192.95,143.88,141.09,137.96,221.57,93.02
55.8,66.17,71.92,65.83,58.52,61.12
143.88,141.09,137.96,221.57,93.02,110.05
149.82,119.6,105.21,131.01,99.6,120.96
66.17,71.92,65.83,58.52,61.12,82.83
141.09,137.96,221.57,93.02,110.05,98.83
119.6,105.21,131.01,99.6,120.96,109.86
71.92,65.83,58.52,61.12,82.83,66.5
137.96,221.57,93.02,110.05,98.83,89.93
105.21,131.01,99.6,120.96,109.86,80.11
65.83,58.52,61.12,82.83,66.5,64.65
221.57,93.02,110.05,98.83,89.93,111.24
131.01,99.6,120.96,109.86,80.11,114.96
58.52,61.12,82.83,66.5,64.65,92.28
93.02,110.05,98.83,89.93,111.24,99.68
99.6,120.96,109.86,80.11,114.96,81.64
61.12,82.83,66.5,64.65,92.28,52.85
110.05,98.83,89.93,111.24,99.68,127.42
120.96,109.86,80.11,114.96,81.64,123.41
82.83,66.5,64.65,92.28,52.85,50.86
98.83,89.93,111.24,99.68,127.42,83.36
109.86,80.11,114.96,81.64,123.41,143.58
66.5,64.65,92.28,52.85,50.86,74.15
89.93,111.24,99.68,127.42,83.36,103.72
80.11,114.96,81.64,123.41,143.58,138.47
64.65,92.28,52.85,50.86,74.15,54.87
111.24,99.68,127.42,83.36,103.72,98.46
114.96,81.64,123.41,143.58,138.47,101.81
172.27,155.64,166.99,156.71,195.93,135.56
92.28,52.85,50.86,74.15,54.87,69.53
99.68,127.42,83.36,103.72,98.46,121.38
81.64,123.41,143.58,138.47,101.81,115.9
155.64,166.99,156.71,195.93,135.56,117.31
52.85,50.86,74.15,54.87,69.53,69.33
127.42,83.36,103.72,98.46,121.38,100.66
123.41,143.58,138.47,101.81,115.9,116.89
166.99,156.71,195.93,135.56,117.31,209.59
50.86,74.15,54.87,69.53,69.33,60.4
83.36,103.72,98.46,121.38,100.66,104.42
143.58,138.47,101.81,115.9,116.89,96.81
156.71,195.93,135.56,117.31,209.59,170.02
74.15,54.87,69.53,69.33,60.4,67.04
103.72,98.46,121.38,100.66,104.42,86.47
138.47,101.81,115.9,116.89,96.81,97.83
195.93,135.56,117.31,209.59,170.02,149.77
54.87,69.53,69.33,60.4,67.04,70.12
98.46,121.38,100.66,104.42,86.47,102.82
120.85,96.15,111.53,136.17,114.82,112.12
101.81,115.9,116.89,96.81,97.83,107.59
135.56,117.31,209.59,170.02,149.77,208.47
69.53,69.33,60.4,67.04,70.12,69.3
121.38,100.66,104.42,86.47,102.82,99.53
96.15,111.53,136.17,114.82,112.12,168.82
115.9,116.89,96.81,97.83,107.59,126.62
117.31,209.59,170.02,149.77,208.47,172.59
69.33,60.4,67.04,70.12,69.3,68.49
100.66,104.42,86.47,102.82,99.53,96.77
111.53,136.17,114.82,112.12,168.82,99.07
116.89,96.81,97.83,107.59,126.62,131.59
209.59,170.02,149.77,208.47,172.59,194.36
60.4,67.04,70.12,69.3,68.49,68.64
104.42,86.47,102.82,99.53,96.77,122.27
136.17,114.82,112.12,168.82,99.07,137.03
96.81,97.83,107.59,126.62,131.59,114.63
170.02,149.77,208.47,172.59,194.36,153.05
67.04,70.12,69.3,68.49,68.64,118.74
86.47,102.82,99.53,96.77,122.27,129.28
114.82,112.12,168.82,99.07,137.03,106.28
97.83,107.59,126.62,131.59,114.63,83.51
149.77,208.47,172.59,194.36,153.05,137.91
183.72,178.44,243.2,138.74,142.77,130.38
70.12,69.3,68.49,68.64,118.74,68.73
102.82,99.53,96.77,122.27,129.28,108.09
112.12,168.82,99.07,137.03,106.28,120.76
107.59,126.62,131.59,114.63,83.51,106.74
208.47,172.59,194.36,153.05,137.91,195.56
178.44,243.2,138.74,142.77,130.38,145.47
69.3,68.49,68.64,118.74,68.73,81.24
99.53,96.77,122.27,129.28,108.09,103.71
168.82,99.07,137.03,106.28,120.76,105.73
126.62,131.59,114.63,83.51,106.74,72.33
172.59,194.36,153.05,137.91,195.56,197.71
243.2,138.74,142.77,130.38,145.47,177.48
68.49,68.64,118.74,68.73,81.24,70.27
96.77,122.27,129.28,108.09,103.71,103.45
99.07,137.03,106.28,120.76,105.73,132.61
131.59,114.63,83.51,106.74,72.33,108.58
194.36,153.05,137.91,195.56,197.71,176.06
68.64,118.74,68.73,81.24,70.27,53.89
122.27,129.28,108.09,103.71,103.45,111.77
137.03,106.28,120.76,105.73,132.61,120.11
114.63,83.51,106.74,72.33,108.58,93.92
153.05,137.91,195.56,197.71,176.06,176.5
118.74,68.73,81.24,70.27,53.89,66.41
129.28,108.09,103.71,103.45,111.77,99.74
106.28,120.76,105.73,132.61,120.11,155.85
83.51,106.74,72.33,108.58,93.92,86.39
137.91,195.56,197.71,176.06,176.5,173.01
68.73,81.24,70.27,53.89,66.41,68.2
108.09,103.71,103.45,111.77,99.74,98.78
120.76,105.73,132.61,120.11,155.85,122.41
106.74,72.33,108.58,93.92,86.39,112.93
195.56,197.71,176.06,176.5,173.01,183.96
81.24,70.27,53.89,66.41,68.2,58.45
103.71,103.45,111.77,99.74,98.78,119.18
105.73,132.61,120.11,155.85,122.41,129.22
72.33,108.58,93.92,86.39,112.93,98.52
197.71,176.06,176.5,173.01,183.96,159.75
70.27,53.89,66.41,68.2,58.45,52.49
103.45,111.77,99.74,98.78,119.18,126.85
132.61,120.11,155.85,122.41,129.22,109.1
108.58,93.92,86.39,112.93,98.52,89.7
176.06,176.5,173.01,183.96,159.75,224.67
53.89,66.41,68.2,58.45,52.49,62.36
111.77,99.74,98.78,119.18,126.85,120.82
120.11,155.85,122.41,129.22,109.1,141.79
93.92,86.39,112.93,98.52,89.7,140.04
176.5,173.01,183.96,159.75,224.67,212.92
66.41,68.2,58.45,52.49,62.36,51.47
99.74,98.78,119.18,126.85,120.82,111.97
155.85,122.41,129.22,109.1,141.79,114.92
86.39,112.93,98.52,89.7,140.04,66.04
173.01,183.96,159.75,224.67,212.92,165.37
68.2,58.45,52.49,62.36,51.47,65.91
98.78,119.18,126.85,120.82,111.97,127.01
112.93,98.52,89.7,140.04,66.04,87.89
183.96,159.75,224.67,212.92,165.37,185.61
58.45,52.49,62.36,51.47,65.91,53.79
119.18,126.85,120.82,111.97,127.01,103.1
98.52,89.7,140.04,66.04,87.89,123.38
159.75,224.67,212.92,165.37,185.61,159.84
52.49,62.36,51.47,65.91,53.79,72.85
126.85,120.82,111.97,127.01,103.1,98.12
89.7,140.04,66.04,87.89,123.38,100.72
224.67,212.92,165.37,185.61,159.84,172.46
62.36,51.47,65.91,53.79,72.85,54.45
120.82,111.97,127.01,103.1,98.12,104.61
140.04,66.04,87.89,123.38,100.72,112.14
212.92,165.37,185.61,159.84,172.46,134.91
51.47,65.91,53.79,72.85,54.45,38.71
111.97,127.01,103.1,98.12,104.61,116.7
66.04,87.89,123.38,100.72,112.14,78.12
165.37,185.61,159.84,172.46,134.91,198.12
65.91,53.79,72.85,54.45,38.71,24.94
87.89,123.38,100.72,112.14,78.12,93.94
53.79,72.85,54.45,38.71,24.94,62.07
123.38,100.72,112.14,78.12,93.94,68.0
72.85,54.45,38.71,24.94,62.07,62.26
100.72,112.14,78.12,93.94,68.0,112.56
54.45,38.71,24.94,62.07,62.26,61.7
112.14,78.12,93.94,68.0,112.56,143.01
38.71,24.94,62.07,62.26,61.7,65.38
78.12,93.94,68.0,112.56,143.01,116.27
24.94,62.07,62.26,61.7,65.38,82.82
93.94,68.0,112.56,143.01,116.27,223.06
62.07,62.26,61.7,65.38,82.82,67.14
62.26,61.7,65.38,82.82,67.14,65.62
61.7,65.38,82.82,67.14,65.62,49.39
65.38,82.82,67.14,65.62,49.39,100.19
82.82,67.14,65.62,49.39,100.19,52.63
61.69,68.58,61.77,102.49,61.68,76.21
126.01,106.12,112.85,122.93,125.95,125.28
68.58,61.77,102.49,61.68,76.21,66.97
106.12,112.85,122.93,125.95,125.28,132.03
61.77,102.49,61.68,76.21,66.97,69.78
112.85,122.93,125.95,125.28,132.03,123.7
165.57,148.59,182.66,147.41,144.51,173.31
102.49,61.68,76.21,66.97,69.78,141.19
122.93,125.95,125.28,132.03,123.7,225.87
148.59,182.66,147.41,144.51,173.31,98.89
61.68,76.21,66.97,69.78,141.19,130.22
125.95,125.28,132.03,123.7,225.87,194.35
182.66,147.41,144.51,173.31,98.89,156.85
76.21,66.97,69.78,141.19,130.22,121.49
125.28,132.03,123.7,225.87,194.35,115.72
147.41,144.51,173.31,98.89,156.85,208.0
66.97,69.78,141.19,130.22,121.49,67.63
132.03,123.7,225.87,194.35,115.72,122.3
144.51,173.31,98.89,156.85,208.0,162.33
69.78,141.19,130.22,121.49,67.63,63.53
123.7,225.87,194.35,115.72,122.3,96.19
173.31,98.89,156.85,208.0,162.33,167.4
141.19,130.22,121.49,67.63,63.53,57.95
225.87,194.35,115.72,122.3,96.19,110.79
98.89,156.85,208.0,162.33,167.4,137.77
130.22,121.49,67.63,63.53,57.95,56.24
194.35,115.72,122.3,96.19,110.79,106.3
121.49,67.63,63.53,57.95,56.24,76.94
115.72,122.3,96.19,110.79,106.3,96.76
77.44,91.36,127.99,94.54,77.55,95.61
67.63,63.53,57.95,56.24,76.94,66.7
122.3,96.19,110.79,106.3,96.76,89.49
91.36,127.99,94.54,77.55,95.61,112.17
63.53,57.95,56.24,76.94,66.7,59.57
96.19,110.79,106.3,96.76,89.49,97.31
127.99,94.54,77.55,95.61,112.17,120.52
57.95,56.24,76.94,66.7,59.57,58.0
110.79,106.3,96.76,89.49,97.31,113.08
94.54,77.55,95.61,112.17,120.52,148.65
56.24,76.94,66.7,59.57,58.0,64.92
106.3,96.76,89.49,97.31,113.08,150.16
77.55,95.61,112.17,120.52,148.65,107.41
76.94,66.7,59.57,58.0,64.92,61.03
96.76,89.49,97.31,113.08,150.16,106.67
95.61,112.17,120.52,148.65,107.41,143.17
66.7,59.57,58.0,64.92,61.03,50.65
89.49,97.31,113.08,150.16,106.67,80.38
112.17,120.52,148.65,107.41,143.17,100.91
59.57,58.0,64.92,61.03,50.65,57.77
97.31,113.08,150.16,106.67,80.38,121.45
120.52,148.65,107.41,143.17,100.91,71.33
58.0,64.92,61.03,50.65,57.77,77.95
113.08,150.16,106.67,80.38,121.45,112.32
148.65,107.41,143.17,100.91,71.33,92.1
64.92,61.03,50.65,57.77,77.95,67.13
150.16,106.67,80.38,121.45,112.32,95.13
107.41,143.17,100.91,71.33,92.1,137.59
61.03,50.65,57.77,77.95,67.13,74.2
106.67,80.38,121.45,112.32,95.13,113.89
143.17,100.91,71.33,92.1,137.59,124.14
50.65,57.77,77.95,67.13,74.2,69.52
80.38,121.45,112.32,95.13,113.89,142.42
100.91,71.33,92.1,137.59,124.14,113.59
57.77,77.95,67.13,74.2,69.52,73.91
121.45,112.32,95.13,113.89,142.42,112.25
71.33,92.1,137.59,124.14,113.59,85.64
77.95,67.13,74.2,69.52,73.91,97.09
112.32,95.13,113.89,142.42,112.25,105.44
92.1,137.59,124.14,113.59,85.64,72.97
67.13,74.2,69.52,73.91,97.09,84.96
95.13,113.89,142.42,112.25,105.44,103.36
137.59,124.14,113.59,85.64,72.97,97.8
74.2,69.52,73.91,97.09,84.96,63.53
113.89,142.42,112.25,105.44,103.36,115.72
124.14,113.59,85.64,72.97,97.8,106.31
69.52,73.91,97.09,84.96,63.53,63.54
142.42,112.25,105.44,103.36,115.72,134.77
113.59,85.64,72.97,97.8,106.31,122.26
73.91,97.09,84.96,63.53,63.54,64.11
112.25,105.44,103.36,115.72,134.77,124.86
85.64,72.97,97.8,106.31,122.26,80.08
97.09,84.96,63.53,63.54,64.11,58.54
105.44,103.36,115.72,134.77,124.86,110.21
72.97,97.8,106.31,122.26,80.08,82.5
84.96,63.53,63.54,64.11,58.54,54.96
103.36,115.72,134.77,124.86,110.21,94.86
97.8,106.31,122.26,80.08,82.5,64.01
63.53,63.54,64.11,58.54,54.96,78.85
115.72,134.77,124.86,110.21,94.86,130.83
106.31,122.26,80.08,82.5,64.01,109.09
63.54,64.11,58.54,54.96,78.85,124.5
134.77,124.86,110.21,94.86,130.83,124.77
122.26,80.08,82.5,64.01,109.09,108.73
64.11,58.54,54.96,78.85,124.5,61.51
124.86,110.21,94.86,130.83,124.77,101.58
58.54,54.96,78.85,124.5,61.51,67.09
110.21,94.86,130.83,124.77,101.58,103.48
54.96,78.85,124.5,61.51,67.09,68.22
94.86,130.83,124.77,101.58,103.48,99.54
78.85,124.5,61.51,67.09,68.22,53.81
130.83,124.77,101.58,103.48,99.54,106.68
124.5,61.51,67.09,68.22,53.81,55.04
124.77,101.58,103.48,99.54,106.68,106.14
61.51,67.09,68.22,53.81,55.04,49.42
101.58,103.48,99.54,106.68,106.14,105.58
67.09,68.22,53.81,55.04,49.42,56.29
103.48,99.54,106.68,106.14,105.58,112.52
68.22,53.81,55.04,49.42,56.29,44.63
99.54,106.68,106.14,105.58,112.52,100.6
53.81,55.04,49.42,56.29,44.63,100.9
106.68,106.14,105.58,112.52,100.6,221.93
55.04,49.42,56.29,44.63,100.9,71.01
106.14,105.58,112.52,100.6,221.93,85.7
49.42,56.29,44.63,100.9,71.01,84.1
105.58,112.52,100.6,221.93,85.7,88.88
56.29,44.63,100.9,71.01,84.1,50.42
112.52,100.6,221.93,85.7,88.88,76.43
44.63,100.9,71.01,84.1,50.42,45.93
100.6,221.93,85.7,88.88,76.43,102.54
221.93,85.7,88.88,76.43,102.54,160.94
85.7,88.88,76.43,102.54,160.94,108.86
136.34,102.66,120.8,115.92,156.26,127.25
102.66,120.8,115.92,156.26,127.25,131.14
120.8,115.92,156.26,127.25,131.14,118.32
70.15,77.05,83.06,70.83,85.52,67.88
115.92,156.26,127.25,131.14,118.32,101.54
77.05,83.06,70.83,85.52,67.88,50.28
156.26,127.25,131.14,118.32,101.54,115.24
118.13,151.43,141.31,90.94,106.42,132.76
83.06,70.83,85.52,67.88,50.28,83.3
127.25,131.14,118.32,101.54,115.24,107.56
151.43,141.31,90.94,106.42,132.76,102.18
70.83,85.52,67.88,50.28,83.3,74.32
131.14,118.32,101.54,115.24,107.56,101.13
141.31,90.94,106.42,132.76,102.18,120.52
85.52,67.88,50.28,83.3,74.32,78.34
118.32,101.54,115.24,107.56,101.13,124.9
90.94,106.42,132.76,102.18,120.52,102.12
67.88,50.28,83.3,74.32,78.34,70.58
101.54,115.24,107.56,101.13,124.9,113.59
139.46,115.81,120.36,120.7,137.13,122.74
106.42,132.76,102.18,120.52,102.12,111.96
50.28,83.3,74.32,78.34,70.58,70.95
115.24,107.56,101.13,124.9,113.59,120.57
115.81,120.36,120.7,137.13,122.74,126.06
132.76,102.18,120.52,102.12,111.96,114.32
83.3,74.32,78.34,70.58,70.95,75.39
107.56,101.13,124.9,113.59,120.57,97.93
120.36,120.7,137.13,122.74,126.06,159.27
102.18,120.52,102.12,111.96,114.32,109.55
74.32,78.34,70.58,70.95,75.39,67.45
101.13,124.9,113.59,120.57,97.93,108.88
120.7,137.13,122.74,126.06,159.27,135.15
120.52,102.12,111.96,114.32,109.55,124.04
78.34,70.58,70.95,75.39,67.45,111.44
124.9,113.59,120.57,97.93,108.88,111.58
137.13,122.74,126.06,159.27,135.15,114.12
102.12,111.96,114.32,109.55,124.04,125.59
70.58,70.95,75.39,67.45,111.44,82.26
113.59,120.57,97.93,108.88,111.58,123.58
122.74,126.06,159.27,135.15,114.12,148.34
111.96,114.32,109.55,124.04,125.59,146.82
70.95,75.39,67.45,111.44,82.26,65.18
120.57,97.93,108.88,111.58,123.58,89.68
126.06,159.27,135.15,114.12,148.34,141.42
114.32,109.55,124.04,125.59,146.82,112.94
75.39,67.45,111.44,82.26,65.18,60.19
97.93,108.88,111.58,123.58,89.68,126.55
159.27,135.15,114.12,148.34,141.42,146.81
109.55,124.04,125.59,146.82,112.94,141.04
67.45,111.44,82.26,65.18,60.19,51.95
108.88,111.58,123.58,89.68,126.55,108.0
135.15,114.12,148.34,141.42,146.81,166.41
124.04,125.59,146.82,112.94,141.04,208.11
111.44,82.26,65.18,60.19,51.95,87.83
111.58,123.58,89.68,126.55,108.0,109.29
114.12,148.34,141.42,146.81,166.41,145.0
125.59,146.82,112.94,141.04,208.11,90.2
82.26,65.18,60.19,51.95,87.83,57.14
123.58,89.68,126.55,108.0,109.29,114.9
148.34,141.42,146.81,166.41,145.0,120.18
146.82,112.94,141.04,208.11,90.2,123.73
65.18,60.19,51.95,87.83,57.14,72.09
89.68,126.55,108.0,109.29,114.9,106.02
141.42,146.81,166.41,145.0,120.18,134.84
112.94,141.04,208.11,90.2,123.73,122.39
60.19,51.95,87.83,57.14,72.09,69.3
126.55,108.0,109.29,114.9,106.02,104.59
146.81,166.41,145.0,120.18,134.84,173.09
141.04,208.11,90.2,123.73,122.39,103.3
243.14,164.03,116.5,114.65,159.06,131.04
51.95,87.83,57.14,72.09,69.3,74.42
108.0,109.29,114.9,106.02,104.59,117.14
166.41,145.0,120.18,134.84,173.09,167.51
208.11,90.2,123.73,122.39,103.3,163.55
164.03,116.5,114.65,159.06,131.04,153.67
87.83,57.14,72.09,69.3,74.42,93.9
109.29,114.9,106.02,104.59,117.14,90.92
145.0,120.18,134.84,173.09,167.51,120.1
90.2,123.73,122.39,103.3,163.55,92.29
57.14,72.09,69.3,74.42,93.9,70.52
114.9,106.02,104.59,117.14,90.92,95.44
120.18,134.84,173.09,167.51,120.1,138.59
123.73,122.39,103.3,163.55,92.29,94.46
72.09,69.3,74.42,93.9,70.52,65.65
106.02,104.59,117.14,90.92,95.44,106.79
134.84,173.09,167.51,120.1,138.59,122.19
122.39,103.3,163.55,92.29,94.46,106.58
69.3,74.42,93.9,70.52,65.65,59.27
104.59,117.14,90.92,95.44,106.79,128.15
173.09,167.51,120.1,138.59,122.19,100.91
103.3,163.55,92.29,94.46,106.58,107.88
74.42,93.9,70.52,65.65,59.27,60.11
117.14,90.92,95.44,106.79,128.15,101.61
167.51,120.1,138.59,122.19,100.91,116.77
163.55,92.29,94.46,106.58,107.88,104.06
93.9,70.52,65.65,59.27,60.11,77.01
90.92,95.44,106.79,128.15,101.61,112.62
120.1,138.59,122.19,100.91,116.77,133.63
70.52,65.65,59.27,60.11,77.01,64.21
95.44,106.79,128.15,101.61,112.62,142.51
138.59,122.19,100.91,116.77,133.63,339.8
65.65,59.27,60.11,77.01,64.21,62.39
106.79,128.15,101.61,112.62,142.51,96.71
59.27,60.11,77.01,64.21,62.39,61.81
128.15,101.61,112.62,142.51,96.71,94.17
60.11,77.01,64.21,62.39,61.81,41.63
101.61,112.62,142.51,96.71,94.17,121.39
77.01,64.21,62.39,61.81,41.63,90.01
112.62,142.51,96.71,94.17,121.39,125.56
64.21,62.39,61.81,41.63,90.01,54.54
142.51,96.71,94.17,121.39,125.56,94.05
62.39,61.81,41.63,90.01,54.54,59.38
96.71,94.17,121.39,125.56,94.05,113.64
61.81,41.63,90.01,54.54,59.38,52.5
94.17,121.39,125.56,94.05,113.64,119.08
41.63,90.01,54.54,59.38,52.5,100.59
121.39,125.56,94.05,113.64,119.08,98.61
90.01,54.54,59.38,52.5,100.59,66.05
125.56,94.05,113.64,119.08,98.61,144.03
54.54,59.38,52.5,100.59,66.05,53.0
94.05,113.64,119.08,98.61,144.03,160.92
59.38,52.5,100.59,66.05,53.0,47.39
111.16,99.42,96.66,116.25,96.39,103.53
52.5,100.59,66.05,53.0,47.39,48.31
99.42,96.66,116.25,96.39,103.53,105.25
100.59,66.05,53.0,47.39,48.31,41.51
96.66,116.25,96.39,103.53,105.25,98.51
66.05,53.0,47.39,48.31,41.51,61.71
116.25,96.39,103.53,105.25,98.51,61.86
53.0,47.39,48.31,41.51,61.71,55.76
96.39,103.53,105.25,98.51,61.86,106.94
47.39,48.31,41.51,61.71,55.76,46.09
103.53,105.25,98.51,61.86,106.94,77.47
48.31,41.51,61.71,55.76,46.09,57.16
105.25,98.51,61.86,106.94,77.47,215.28
41.51,61.71,55.76,46.09,57.16,38.55
98.51,61.86,106.94,77.47,215.28,28.24
61.71,55.76,46.09,57.16,38.55,32.67
55.76,46.09,57.16,38.55,32.67,102.17
38.0,67.05,26.08,50.27,48.78,74.12
67.05,26.08,50.27,48.78,74.12,50.68
26.08,50.27,48.78,74.12,50.68,59.69
50.27,48.78,74.12,50.68,59.69,54.68
48.78,74.12,50.68,59.69,54.68,49.19
74.12,50.68,59.69,54.68,49.19,61.19
50.68,59.69,54.68,49.19,61.19,123.57
59.69,54.68,49.19,61.19,123.57,59.09
54.68,49.19,61.19,123.57,59.09,55.45
49.19,61.19,123.57,59.09,55.45,66.75
121.72,99.62,124.28,139.61,127.49,107.83
61.19,123.57,59.09,55.45,66.75,64.25
99.62,124.28,139.61,127.49,107.83,104.91
123.57,59.09,55.45,66.75,64.25,108.22
124.28,139.61,127.49,107.83,104.91,272.65
59.09,55.45,66.75,64.25,108.22,61.66
139.61,127.49,107.83,104.91,272.65,227.0
55.45,66.75,64.25,108.22,61.66,94.26
127.49,107.83,104.91,272.65,227.0,101.48
66.75,64.25,108.22,61.66,94.26,72.12
107.83,104.91,272.65,227.0,101.48,115.45
152.49,178.86,135.0,157.7,168.2,110.86
64.25,108.22,61.66,94.26,72.12,56.87
104.91,272.65,227.0,101.48,115.45,113.55
108.22,61.66,94.26,72.12,56.87,71.8
272.65,227.0,101.48,115.45,113.55,82.75
252.82,135.63,117.77,127.55,110.52,154.48
61.66,94.26,72.12,56.87,71.8,56.22
227.0,101.48,115.45,113.55,82.75,108.24
135.63,117.77,127.55,110.52,154.48,102.31
94.26,72.12,56.87,71.8,56.22,46.46
101.48,115.45,113.55,82.75,108.24,98.91
117.77,127.55,110.52,154.48,102.31,84.23
72.12,56.87,71.8,56.22,46.46,61.84
115.45,113.55,82.75,108.24,98.91,105.55
127.55,110.52,154.48,102.31,84.23,103.14
56.87,71.8,56.22,46.46,61.84,56.98
113.55,82.75,108.24,98.91,105.55,104.2
110.52,154.48,102.31,84.23,103.14,124.78
71.8,56.22,46.46,61.84,56.98,45.97
82.75,108.24,98.91,105.55,104.2,118.03
154.48,102.31,84.23,103.14,124.78,144.93
56.22,46.46,61.84,56.98,45.97,72.75
108.24,98.91,105.55,104.2,118.03,86.71
102.31,84.23,103.14,124.78,144.93,94.92
46.46,61.84,56.98,45.97,72.75,75.13
98.91,105.55,104.2,118.03,86.71,104.84
115.48,151.7,90.31,75.43,93.96,97.73
84.23,103.14,124.78,144.93,94.92,121.87
61.84,56.98,45.97,72.75,75.13,58.73
105.55,104.2,118.03,86.71,104.84,89.33
151.7,90.31,75.43,93.96,97.73,145.05
103.14,124.78,144.93,94.92,121.87,137.61
56.98,45.97,72.75,75.13,58.73,62.56
104.2,118.03,86.71,104.84,89.33,99.67
90.31,75.43,93.96,97.73,145.05,92.27
124.78,144.93,94.92,121.87,137.61,107.45
45.97,72.75,75.13,58.73,62.56,74.63
118.03,86.71,104.84,89.33,99.67,95.07
75.43,93.96,97.73,145.05,92.27,122.77
144.93,94.92,121.87,137.61,107.45,113.8
72.75,75.13,58.73,62.56,74.63,52.59
86.71,104.84,89.33,99.67,95.07,99.79
93.96,97.73,145.05,92.27,122.77,195.92
94.92,121.87,137.61,107.45,113.8,124.99
75.13,58.73,62.56,74.63,52.59,81.38
104.84,89.33,99.67,95.07,99.79,140.94
97.73,145.05,92.27,122.77,195.92,104.7
121.87,137.61,107.45,113.8,124.99,121.67
58.73,62.56,74.63,52.59,81.38,47.04
89.33,99.67,95.07,99.79,140.94,90.16
145.05,92.27,122.77,195.92,104.7,134.26
